consumer_num,connected_load (watts),total_energy_billed (kWh)
2208,150,3.75
5109,600,156.33
18529,2110,105.33
25238,1100,5.83
4988,1000,9.58
12017,150,412.33
19809,150,95.75
25878,2920,102.58
24946,1960,392.67
4977,350,130.08
22866,3700,261.92
14364,200,38.25
12397,3000,118.42
9067,1000,140.17
18095,8196,564.67
1552,150,23.83
22080,950,341.08
23883,800,46.42
7165,650,239.75
15495,5000,404.25
13884,150,408.67
1474,150,300.33
17810,300,90.75
7097,1000,161.33
21437,450,0
15164,4733,224.08
26077,1320,35.25
14674,9871,569.67
4000,1000,328.75
12329,150,130.42
3703,1000,46.33
24466,1120,73.75
16595,240,0
9826,5766,271.17
4538,150,0
4655,4890,919.5
529,150,221.92
24930,4845,209
2256,150,126.67
21508,1000,13.58
17723,2825,283
11711,450,0.42
3734,150,59.33
8575,650,105.5
353,150,115.58
8941,140,131.42
115,5000,499.42
18147,1995,241.08
1090,3180,245.75
20387,200,109.08
10333,200,0
23488,3550,207.33
22249,400,75.58
21304,6550,65.58
19923,6886,187.83
17124,7170,876.25
3220,150,311.75
8456,150,108.42
4537,150,207.75
23455,1100,0
24784,750,1.33
16144,220,197.75
11555,450,295.42
1189,125,17420.17
3884,600,339.33
13678,3153,180.17
1106,1000,214.08
11811,650,222.17
11795,350,80.42
7152,1000,73.33
20982,2000,60.67
4798,150,318.17
21288,4500,282.92
13092,240,236
10808,180,166.5
7784,3326,3.92
24557,2274,53.58
3534,150,219.5
17165,1000,121.08
23036,2790,71
5592,3000,376.42
1006,150,459.92
20818,5133,741.83
9382,1000,54.17
5860,4500,304.33
17227,540,155.5
20929,380,151.25
14845,2800,299
2830,600,166.67
21082,340,0
16045,380,151.83
20240,300,0
23541,4575,211.33
7688,450,148.17
26151,1100,3.17
9265,6422,114.33
24051,1820,105.42
9289,1000,573.17
15078,100,113.33
19490,420,242.17
9217,850,183.92
18471,540,55.5
26134,1900,17.17
4472,4900,176.42
13275,9600,212.08
3311,1000,163
11117,650,258.17
18776,31300,3164.92
5196,150,86.33
23040,2803,294.17
14190,140,153.75
24804,580,2.5
6642,1500,152.5
25356,740,5.75
990,3000,0
6374,150,140.83
20681,300,61.17
20850,360,72.75
11373,150,133.75
2306,150,306
20725,5938,127.25
11232,150,343
2329,150,67.83
5389,150,236.33
25501,1100,53.33
26172,580,14.17
21920,320,8.67
25627,140,74.92
20826,2700,39.33
20998,1055,9.5
21961,7130,338.58
6461,2000,255.58
24559,7875,287
20095,300,149.83
20039,300,239.33
19203,850,625.25
26264,160,0
19627,1680,64.33
11903,1000,0
5093,250,476.92
13368,180,123.83
16221,1460,146.67
9058,3660,214.5
23712,6340,817.17
10906,540,86
21093,2590,35.83
14659,4100,0
20948,200,16.92
17486,4000,436.83
22660,300,197.58
22935,9465,26.75
8324,150,273.25
23958,12621,199.67
12354,5226,380.75
17264,240,34.92
11366,150,214.83
9451,2150,272.75
4053,2000,11.83
20223,480,277.08
6304,150,321.33
21337,150,36.58
13571,340,19.83
22736,540,0
14024,320,147
25027,1634,228.75
21778,140,12.08
17129,2975,172.83
25703,2425,45.42
16011,150,193.67
22853,840,129.83
12308,150,344.67
5914,600,440.17
5005,860,130.42
9641,750,0.42
6730,3900,111.17
19131,1780,353.17
20559,200,256.42
13673,620,65.25
4727,150,140.08
12944,150,209.67
13402,240,0
21260,300,50.67
18057,150,141.67
11485,150,169.75
22264,140,89.25
22058,770,67.42
19122,520,126
8592,650,41.5
9694,500,24.33
24133,300,201.75
16535,360,275.75
13619,1160,191.5
6334,150,174.83
9329,200,0
8890,1100,258.17
3977,250,185.08
6012,1000,46.67
16715,280,217.92
20077,300,142.75
8773,900,390.92
16731,440,59.83
8482,150,171.92
21051,460,301.17
13241,460,138.42
14550,150,301.5
26282,960,15.5
15280,1000,76.25
20476,150,135.33
2030,150,489.33
18437,14230,1799.5
15185,400,249.25
19886,880,325.58
8358,3700,173.83
10658,6986,167.5
17529,2440,163.33
7182,1000,38.33
18023,860,219.17
16482,180,340.42
18983,180,47.92
23680,820,147.83
13753,320,294.42
13494,340,459.08
23368,2275,236.08
22059,660,0.42
6202,150,169.5
26257,5000,0
22976,260,33
24508,2480,205.25
12268,150,248.5
24687,1350,0
16146,1120,23.5
6770,450,99.83
25149,1100,270.33
25152,7720,1112.25
6492,150,443.25
23926,2572,81
10328,1670,170.58
13020,150,428.75
2447,150,254.42
15403,360,46.42
6147,150,292.17
24338,1400,26.42
2427,2000,691.5
23018,480,33.75
22778,140,155.5
20133,300,85.75
14304,420,31.83
16876,1440,63.75
23930,1415,239.08
8081,700,231.25
25481,3840,239.33
18257,1960,209.83
9610,3440,143.17
2342,4000,680.92
24209,1035,158.33
7669,150,370.92
17814,340,209.33
8330,150,191.83
10888,340,55.67
5008,690,0
7768,1635,247.67
25885,3418,11.83
5178,1000,828.17
15161,500,126.42
4723,2000,11.58
1690,150,116.17
25654,1600,197
18107,3075,160.58
596,150,122.92
12932,150,183.17
8636,600,484.17
6830,250,195.25
25093,6845,212.58
11680,450,142.67
15529,400,212.67
8228,1720,287.17
8131,450,474.17
19877,3000,151.58
11298,150,117.92
23388,2453,226.33
22398,2533,103.08
11736,3333,291.25
5649,5190,419.08
13503,4400,102.75
12783,150,90.58
21131,820,213.33
1048,2000,349.92
7574,6000,223.17
23092,1565,174.75
24362,1720,131.92
24072,11120,5398.25
2553,150,258
14716,1690,74.92
20527,210,118.33
7058,350,153
4136,600,55.92
25738,3975,165.25
5377,6195,180.5
6136,150,200.33
5840,4500,508.67
9842,340,0
1194,150,370.25
17571,1100,136.42
25277,1350,143.92
6545,4000,400.25
20027,300,129.92
26335,840,1.83
2111,150,182
5742,860,0
16431,2100,442.67
15940,100,233.83
10011,4000,373.42
21867,100,51.33
22629,4406,368.75
20661,1535,316.58
6616,24000,0
10598,320,155.5
25959,1790,5.5
732,15000,0
23532,6260,7.92
14206,5880,220.67
14384,200,237.5
24750,3908,542.75
23241,220,1.42
8427,150,157.92
23202,500,96.5
6452,1000,75.67
14253,140,225.17
2811,500,565.58
17619,1540,540.42
22244,8186,262.25
23811,3000,136.58
25490,1493,74.83
16039,760,154.17
24433,2870,101.5
13723,43000,4730
14121,1140,178
7526,900,154.92
26308,1000,0.33
814,150,175.58
4720,150,0.83
24248,1100,4.92
25347,1350,309.5
16003,280,54.17
3243,150,299.58
10007,3691,197.67
3800,650,191.5
21890,2766,62.75
595,150,450.5
23070,20990,12299.92
4083,600,159.25
13597,340,348.83
8446,150,377.92
24207,560,0
14116,180,61.5
7712,460,245.5
16328,480,230.25
16216,150,194.08
12571,350,147.08
4450,4500,0
6359,150,206
2673,1000,0
21344,200,136.83
14357,540,270.25
19800,150,0
8287,150,37.67
5091,300,407.42
15046,280,194.33
19685,2320,121.08
5739,4000,240.33
8311,150,38
20970,320,103.75
11025,3000,231
24532,17100,3206
380,150,517.58
13949,100,90.75
15821,200,103.67
10631,700,30.5
26038,8200,25.25
18769,1000,295.83
14658,540,195.33
9315,200,0
15113,5000,80.5
24727,4083,182.83
7889,650,205.67
12732,1000,224.08
21515,460,3.5
23824,1240,313.42
20480,150,251.75
25362,2233,340.75
6509,1000,17.83
2844,3303,151.67
11956,2500,100.58
3843,580,210.67
5510,600,92.58
22965,1200,187.5
22997,620,0
4202,1778,259.17
21350,480,173.25
4903,600,235.33
25798,720,1.42
6469,150,85.67
26242,1886,1.67
21469,620,116
19949,200,79.42
11289,150,243.75
11568,150,427.5
17887,540,0
7176,1000,201.25
12293,3445,127.17
5453,350,65.67
12759,150,84
21958,3460,130.33
20879,340,139.33
22047,3224,332
13523,3760,290.67
691,1000,96.08
23885,2940,155.83
7652,650,299.08
330,4700,7.5
20585,245,19.92
20947,8010,387.75
9775,340,157.92
6998,600,0
10035,280,178.92
23928,440,0
12524,150,286.83
23301,860,156.25
3789,300,13.58
24116,5655,273.25
8787,1635,200.17
10028,440,10.17
12937,4186,172.67
17771,1000,128.17
5513,450,272.17
17922,180,34.17
25574,1824,6.67
17883,280,305
2177,150,179.75
828,4000,0
25266,2370,318.92
7741,460,193.08
14852,120,192.08
16361,2855,238.42
10695,2440,58.42
13373,280,0
6056,1040,209.5
22562,920,473.42
24517,7600,417
1434,150,211.33
10148,2000,102.17
4636,150,307.5
19112,960,21.5
3573,150,178
23634,558,343
24567,1672,34.25
5379,150,103.33
16001,150,191.67
6643,980,109.92
3663,150,150
22498,460,248.25
23988,4705,1.08
24342,2600,664.92
5401,2610,348.08
15867,280,177.83
19827,180,37
6893,2000,159.75
3970,250,38.75
26127,2400,54
11614,450,65.75
22834,220,186.17
26025,1100,49.67
12690,150,236.25
10415,160,230.42
21413,1461,162.08
5611,250,291.42
8365,2000,48.08
25589,1650,113.67
9448,440,0
22219,3520,204.17
6098,150,321
12710,150,277.5
21569,200,130.92
17724,2995,245.92
18648,280,51.08
7143,2300,191.42
16864,220,47.92
7450,8000,1138.42
851,150,378.92
12053,1000,0
16658,1680,104.58
17130,500,404.83
18119,180,197.33
26324,2540,5.08
15214,850,17
5375,150,108.5
8057,900,271.08
12317,1000,363.67
24924,4823,260.75
15115,460,166.33
8147,750,270.75
10763,280,341.58
9095,800,0
5163,4000,166.83
4748,150,65.67
20093,1220,209
22663,400,133.08
17059,8101,808
17155,500,347.42
23956,2500,55.75
16981,600,183.5
2143,150,0
12650,1500,240.25
21401,5893,428
12360,450,124.25
3048,150,231.42
18253,2080,174.5
20825,150,24.58
14387,1520,49.83
6454,2726,406.58
15523,380,47.25
1709,150,116.83
25122,9410,228.92
17109,940,83.33
18817,560,231.08
17313,3320,76
6808,650,152.17
5303,150,126.67
21106,340,0
13963,7500,381.75
12312,150,304.17
25334,12720,2724.58
11320,150,289.25
21016,160,28.17
3969,200,355.17
20341,300,195.83
9022,650,260.17
20229,300,127.83
14667,6260,0
11630,7420,292.08
2005,150,219.33
12869,150,153.58
2148,150,79.33
10799,180,62
8152,600,345.75
7525,20000,238.42
21439,200,6.92
20261,300,114.75
25324,3030,13
15881,240,204.5
16094,200,237.67
6383,150,300.92
12981,150,132.83
21376,160,60.42
6259,3000,325.58
12512,150,40
17024,8250,7.42
26093,1370,4.25
2923,550,50.5
6272,150,98
268,150,275
6731,450,108.75
4808,4825,522.83
9689,5730,0
14856,240,228.25
9821,1480,58.42
3332,1000,5.17
921,8000,236.42
24971,740,208.58
24522,1390,203.42
20021,300,69.92
8815,5000,239.25
6306,150,220.08
9053,2430,238.58
9400,3960,526.5
15363,600,147.83
5905,600,305.58
4097,900,234.58
26340,160,0.92
6825,450,132.42
21960,14540,1194.25
17691,37000,2176.67
11817,450,127.42
1278,29840,192.92
14011,1315,128.58
21661,13300,1310.58
1115,150,188.5
21022,2610,222.75
16994,3400,412.67
4960,600,170
21353,6501,222.75
18478,200,76.33
1547,4000,244.08
9276,5240,11.33
19502,400,255.58
17464,1220,249
10443,440,255.25
18339,240,206.58
2014,5000,529
13557,29390,761.67
8493,150,389.58
1678,150,138.83
19488,2573,153.5
14613,240,208
4803,150,356.92
280,150,143.5
4634,150,162.25
15874,240,317.75
3234,1000,45.92
22490,3730,123.75
16457,380,0
24391,6500,309.58
1998,150,269.08
1451,150,53.5
10672,3603,4.67
22339,100,185.17
26207,2328,58.92
16575,150,56.58
22025,860,64.75
23561,450,126.25
9656,280,32.25
13135,480,370.25
5013,600,104.83
16830,200,165.25
25823,980,45.75
17557,180,159.42
5844,1000,0
2236,3733,96.92
24664,1380,110.58
10048,1470,236.67
11224,2000,62.67
5708,5246,72.33
14398,30000,2656.17
15900,180,41.17
26391,6710,0.17
4085,450,192.92
20167,300,238.33
21998,980,7.5
23593,940,3.83
26317,1570,8.67
2346,1000,107.92
22659,2292,73.08
9515,9693,182.42
1795,150,97
21289,1200,0
19083,1560,116.92
1919,2370,136.58
17652,1600,136.83
6889,650,153
29257,475.822,24885.5
7540,250,0
8412,150,204.75
19137,3500,193.25
22228,7168,6.83
13422,2771,173.92
2123,150,63
1556,150,105.33
20987,960,21.25
18905,1060,92
8652,28000,2091.58
4757,150,363.5
6971,250,321.58
19221,420,234.92
16343,100,99.67
5460,900,149.92
11533,980,190.83
25290,2790,165.75
10194,685,389.67
6457,3000,209.92
22581,400,212.25
5818,600,321
16942,24000,320.17
19864,1450,0
5993,4000,334.67
8881,900,179.5
25073,2420,156.25
7924,450,264.33
11584,150,241.08
11827,1830,48.67
24280,4855,46.58
8470,11906,238.33
2323,1000,12.33
8142,650,35
10439,340,224.17
15132,200,5.42
15405,260,11.5
182,5000,396
24692,2710,58.58
10812,180,11.17
5264,150,149.17
13307,200,179
17184,300,149.42
14748,5000,282.25
17333,180,188
12791,450,12.33
7687,680,217.08
15575,150,37.33
8289,150,196
1560,150,12.58
17069,720,50.08
10903,320,315.92
21828,340,0
23508,1100,0
16521,336,337.17
13276,1000,91.83
13486,1420,18
14747,285,149.08
17921,3720,68.92
18962,1780,152.25
2027,150,72.25
22646,3033,210.17
22329,100,180
12379,150,232.83
10920,1000,7.42
9746,200,16.08
3153,1000,6.67
7464,150,0
18474,200,0
11248,150,220.25
120,103,32568.83
21000,160,314.42
22054,580,321.17
15795,150,172.5
23126,5700,234.83
14883,1340,443.92
9428,4205,117.5
22913,4193,13
15107,1280,507.67
518,1000,136.67
3489,150,175.42
13774,1080,191.5
24336,7447,432.83
13586,2793,227.5
7216,8000,265.5
8355,150,177.33
10297,160,127.92
7517,1000,34.42
14366,3000,278.58
5819,350,270.58
14702,1940,174.17
19270,1100,597.67
14267,480,105.67
19040,280,137.83
24056,1040,215.75
25366,1100,46.92
14222,565,307.42
21695,4313,0.25
23943,160,161.17
11498,150,113.25
14858,260,92.33
16505,1130,386.25
11925,2047,240.67
16636,150,234.42
6848,650,157.25
6541,150,542.5
17565,2540,300.25
5217,150,169.92
8000,650,176.67
18050,150,25.33
19585,1600,3
11624,3900,189.92
13930,100,188.33
2414,1000,62.33
3601,2195,436.17
19822,3193,307.92
1156,4000,670
1776,4000,718.17
14086,520,197.5
11747,450,254.83
4910,4500,446.08
23759,3490,222.17
15105,2400,264.92
21684,2953,313
14894,3000,0
7561,900,189.08
25741,4070,275.75
4302,900,159.25
11861,450,199.5
11976,450,173.92
23632,915,1.08
21325,200,124.33
4823,800,123.5
553,150,38
20074,300,137.33
15035,180,231.42
25951,9233,273.92
15444,200,11.5
5637,450,213.83
18598,6750,499.92
19478,150,250.25
24807,560,14.58
21781,1180,231.75
15432,1040,423.83
13133,890,450.33
12738,4500,275.42
2168,150,398.67
25552,4800,216.67
19476,3043,136.67
21032,1960,64.25
12961,150,154.08
19925,1180,18.67
3765,150,529.25
20576,200,70.33
7084,450,109
20630,180,262.33
21825,1920,147.42
11697,1000,11.92
6570,1000,160.92
14010,1000,55.67
10549,5105,668
6802,900,78.5
11712,450,150.83
2007,5000,388.92
2815,86760,7916.67
22356,4656,25.83
4477,5000,183.5
6860,650,314.33
10254,200,239.33
11884,451,145.33
13933,1360,15.25
1074,6746,761.08
26266,160,0.08
6645,600,266.92
22927,970,222.08
2461,150,137.42
18461,340,88
21956,420,6.17
12769,150,275.92
24979,8875,168.92
4841,600,158.25
9468,660,125
7005,180,214
15693,580,185.75
3151,150,246.75
12513,150,183.17
24629,2775,178.17
5032,250,125.58
1018,1000,103.58
3592,1000,0
25190,2460,98.42
9803,640,544.42
19224,1500,332.83
1126,1000,845.58
23481,1560,130.75
24684,3565,115.08
10019,1000,48.75
6313,150,109.17
22105,200,0.92
6275,150,106.5
10769,320,143
4573,150,64.5
4005,1000,39.5
8067,5000,642.25
18071,150,280
22781,1040,272.5
20510,150,281.25
8433,150,515.5
3817,500,113.33
23325,920,5.42
18860,380,177.42
15153,540,51.67
16821,1400,123.5
14707,710,0
9768,1000,187.75
16921,150,109.42
440,150,366.33
18904,1570,182.08
20179,300,155.92
23254,3866,482.83
14012,150,324.75
15554,150,237.67
21142,9473,172
1562,150,0
4140,950,0
14514,600,363.83
17201,360,91.75
23019,1015,138.67
18382,400,130.17
23354,2335,436
5481,600,90.67
6554,150,387.58
23038,1580,203.75
16641,1000,8.25
19102,140,12.17
6512,1000,91.42
1698,150,148.08
13829,630,323.83
12552,150,427.33
13887,150,260.25
7127,300,121.5
13863,5680,427.92
9154,4200,334.67
19500,4373,215.42
25107,8965,295.75
21494,3880,1007.5
24747,2013,161.08
17862,500,125.58
20416,520,355.33
13255,200,0
15616,4000,0
9551,340,304.5
13984,1140,131.42
20506,160,234.08
3593,1000,11.08
12739,150,141.67
19450,150,25.5
24029,8073,303.5
10083,140,177.25
9463,320,81.08
1317,1000,51.5
14169,6346,241.33
15637,280,115.83
13791,7080,530.08
21021,150,251.83
5320,3375,395.17
5537,200,199.58
6312,150,74.83
3352,150,305.25
4872,4455,69
4476,900,58.83
19504,140,90.5
11281,150,174
21180,2838,162
3860,1500,175.08
5859,3000,3.17
4100,600,172.17
19747,416,292.08
16623,140,177.25
8813,450,116.58
18687,1160,46.75
14877,100,344.5
15652,140,223.08
8538,650,119.75
5654,250,164.92
1640,150,408.17
9224,3450,18.75
18237,2440,127.58
25427,3819,109.5
19185,320,144
7628,350,13.25
5354,150,359.92
2803,300,278.17
18043,150,180.92
11393,150,471.58
9252,280,114.92
20895,1353,273.17
13870,6210,893.58
23312,4290,471.75
2026,1515,369.83
8106,650,196.83
11944,450,314.08
4638,1710,340.92
24011,5890,327.08
10125,200,2.83
9363,970,198
19674,3963,154.75
18698,4580,9
26022,1100,191.92
745,2000,413.67
3109,1020,35
17753,9120,2830.33
24174,1440,106.92
14650,2780,218.17
11772,450,244.25
12094,250,278.83
5676,7430,509
18274,860,44.25
435,150,160.5
4098,1000,7.75
19314,460,44.58
12575,150,220.5
14151,9260,729.25
6046,150,144
8643,5793,364.33
21871,2316,113.58
11235,150,57.58
5926,600,147.92
11453,150,0.17
21454,150,274.67
17540,2150,0
4920,620,136.5
18547,2460,413.25
14353,200,435
19932,340,94.5
15540,4340,0
24300,1820,80
7789,456,181.5
11401,150,155
16400,2960,110.92
13246,3860,122.92
18667,5000,708.83
13990,620,203.25
16655,240,179.5
19110,820,79.08
8472,150,225.17
17629,440,217.33
13904,100,254.42
2797,1600,0
18768,4493,224.33
12770,2830,27.42
576,3000,8.33
10390,380,8.08
16672,2493,131.58
14795,2680,509.33
15504,200,120
13695,100,213.83
24311,6400,200
21669,2730,340.25
25309,24906,10.25
25520,7346,1056.5
1224,1000,52.25
16230,7000,13
20132,300,106.83
20660,300,147.33
25819,2873,57.17
19273,480,250.25
18150,960,236
9003,3240,114.83
17964,9366,516.75
10956,280,295.58
5413,150,96.83
26155,1350,7.08
296,1000,376.5
5037,900,175.75
6658,150,0
14336,5000,867.67
16439,200,49
22131,3413,63.83
15019,600,0
6991,1000,177.42
10165,1000,16.08
10178,200,294.83
6865,600,0.5
14844,180,45
17841,750,160.42
22287,5520,303.58
17812,1000,42.33
885,150,2.42
20045,4000,337.17
3752,150,24.67
19641,8700,902.58
7913,450,98.17
24138,960,123.08
15587,150,202.08
24961,2955,179.5
2467,150,356
11031,600,102.08
24934,4373,156
10248,5640,144.17
23743,3760,271.08
19681,1100,105.17
511,1000,314.75
23690,2080,16.08
9712,240,139.42
22608,3073,32.83
2050,150,275.75
9540,860,304.25
369,150,322.92
17528,2380,183.25
18133,150,118.33
12807,3800,440.83
16566,240,313.42
19866,20290,1643.75
7325,1000,116.83
6790,600,166.75
13393,240,49.5
894,4505,58.5
23732,320,36.33
10224,2140,197
8844,490,73.92
18123,850,341.92
19859,620,526
3779,600,309.42
15721,780,21.5
10794,2780,155.75
6379,3000,604.17
13534,380,94
25893,4410,224.67
11181,150,209.33
11322,150,248.83
6214,4000,204.33
7293,1000,12.08
3402,150,40.5
25600,3330,368.08
24675,3750,126.58
11196,1000,62.25
25799,3460,61.92
11494,150,134.58
4623,150,185.58
1818,5000,379
8903,1000,60
9947,4765,359.67
21243,280,71.67
19372,300,206.17
21516,400,819.5
20127,300,71.08
22568,260,0.67
23153,11194,2429.08
19280,1400,279.58
8413,150,188.25
22394,4426,340.75
23127,6280,292.33
25869,2350,100.67
12556,680,249.92
20597,240,298.83
12662,150,175.67
22008,440,169.5
18596,4496,689.33
18977,140,0
23,10000,1465.42
20734,3030,108.92
22428,180,41.33
22462,1680,66.5
25974,1070,67.17
5570,600,124.83
10678,2645,282.67
5432,300,5.92
12789,150,301.92
18224,4865,403.5
7086,360,32.17
25348,1290,14.25
4349,600,241.58
1756,1000,144.17
25295,1350,67.42
3213,13470,855.08
1157,4355,165.25
15266,970,163.33
3040,150,278.08
9513,1000,8.17
25450,3615,31.33
16656,6686,167.5
8687,3800,322.83
